Ferrari;575M Maranello;2003;DCG271;Burdeo
Ferrari;275;1965;WEK767;Negro
Ferrari;Enzo;2004;PBW666;Blanco
Ferrari;275;1965;SRB312;Burdeo
Mitsubishi;GTO;1999;ALT294;Morado
Ferrari;California;2017;YFL822;Negro
Toyota;Supra;2022;FGV264;Burdeo
Mitsubishi;Galant;2008;BQY972;Amarillo
Toyota;Supra;2021;USL352;Burdeo
Honda;Logo;1998;XQD613;Amarillo
Honda;Quint;1984;GCM448;Rojo
Honda;Brio;2011;KKM613;Blanco
Ferrari;575M Maranello;2002;HIQ354;Blanco
Toyota;T100;1993;ZKP768;Verde
Mitsubishi;Galant;1981;XWA891;Negro
Ferrari;275;1964;KZR118;Negro
Toyota;Celica;1997;PEC175;Negro
Ferrari;Purosangue;2022;UQP385;Morado
